PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked
250,0,2,0,54,1,0,2
251,0,3,0,28,0,0,2
252,0,3,1,29,1,1,2
253,0,1,0,62,0,0,2
254,0,3,0,30,1,0,2
255,0,3,1,41,0,2,2
256,1,3,1,29,0,2,0
257,1,1,1,28,0,0,0
258,1,1,1,30,0,0,2
259,1,1,1,35,0,0,0
260,1,2,1,50,0,1,2
261,0,3,0,28,0,0,1
262,1,3,0,3,4,2,2
263,0,1,0,52,1,1,2
264,0,1,0,40,0,0,2
265,0,3,1,28,0,0,1
266,0,2,0,36,0,0,2
267,0,3,0,16,4,1,2
268,1,3,0,25,1,0,2
269,1,1,1,58,0,1,2
270,1,1,1,35,0,0,2
271,0,1,0,28,0,0,2
272,1,3,0,25,0,0,2
273,1,2,1,41,0,1,2
274,0,1,0,37,0,1,0
275,1,3,1,28,0,0,1
276,1,1,1,63,1,0,2
277,0,3,1,45,0,0,2
278,0,2,0,28,0,0,2
279,0,3,0,7,4,1,1
280,1,3,1,35,1,1,2
281,0,3,0,65,0,0,1
282,0,3,0,28,0,0,2
283,0,3,0,16,0,0,2
284,1,3,0,19,0,0,2
285,0,1,0,28,0,0,2
286,0,3,0,33,0,0,0
287,1,3,0,30,0,0,2
288,0,3,0,22,0,0,2
289,1,2,0,42,0,0,2
290,1,3,1,22,0,0,1
291,1,1,1,26,0,0,2
292,1,1,1,19,1,0,0
293,0,2,0,36,0,0,0
294,0,3,1,24,0,0,2
295,0,3,0,24,0,0,2
296,0,1,0,28,0,0,0
297,0,3,0,23,0,0,0
298,0,1,1,2,1,2,2
299,1,1,0,28,0,0,2
300,1,1,1,50,0,1,0
301,1,3,1,28,0,0,1
302,1,3,0,28,2,0,1
303,0,3,0,19,0,0,2
304,1,2,1,28,0,0,1
305,0,3,0,28,0,0,2
306,1,1,0,0,1,2,2
307,1,1,1,28,0,0,0
308,1,1,1,17,1,0,0
309,0,2,0,30,1,0,0
310,1,1,1,30,0,0,0
311,1,1,1,24,0,0,0
312,1,1,1,18,2,2,0
313,0,2,1,26,1,1,2
314,0,3,0,28,0,0,2
315,0,2,0,43,1,1,2
316,1,3,1,26,0,0,2
317,1,2,1,24,1,0,2
318,0,2,0,54,0,0,2
319,1,1,1,31,0,2,2
320,1,1,1,40,1,1,0
321,0,3,0,22,0,0,2
322,0,3,0,27,0,0,2
323,1,2,1,30,0,0,1
324,1,2,1,22,1,1,2
325,0,3,0,28,8,2,2
326,1,1,1,36,0,0,0
327,0,3,0,61,0,0,2
328,1,2,1,36,0,0,2
329,1,3,1,31,1,1,2
330,1,1,1,16,0,1,0
331,1,3,1,28,2,0,1
332,0,1,0,45,0,0,2
333,0,1,0,38,0,1,2
334,0,3,0,16,2,0,2
335,1,1,1,28,1,0,2
336,0,3,0,28,0,0,2
337,0,1,0,29,1,0,2
338,1,1,1,41,0,0,0
339,1,3,0,45,0,0,2
340,0,1,0,45,0,0,2
341,1,2,0,2,1,1,2
342,1,1,1,24,3,2,2
343,0,2,0,28,0,0,2
344,0,2,0,25,0,0,2
345,0,2,0,36,0,0,2
346,1,2,1,24,0,0,2
347,1,2,1,40,0,0,2
348,1,3,1,28,1,0,2
349,1,3,0,3,1,1,2
350,0,3,0,42,0,0,2
351,0,3,0,23,0,0,2
352,0,1,0,28,0,0,2
353,0,3,0,15,1,1,0
354,0,3,0,25,1,0,2
355,0,3,0,28,0,0,0
356,0,3,0,28,0,0,2
357,1,1,1,22,0,1,2
358,0,2,1,38,0,0,2
359,1,3,1,28,0,0,1
360,1,3,1,28,0,0,1
361,0,3,0,40,1,4,2
362,0,2,0,29,1,0,0
363,0,3,1,45,0,1,0
364,0,3,0,35,0,0,2
365,0,3,0,28,1,0,1
366,0,3,0,30,0,0,2
367,1,1,1,60,1,0,0
368,1,3,1,28,0,0,0
369,1,3,1,28,0,0,1
370,1,1,1,24,0,0,0
371,1,1,0,25,1,0,0
372,0,3,0,18,1,0,2
373,0,3,0,19,0,0,2
374,0,1,0,22,0,0,0
375,0,3,1,3,3,1,2
376,1,1,1,28,1,0,0
377,1,3,1,22,0,0,2
378,0,1,0,27,0,2,0
379,0,3,0,20,0,0,0
380,0,3,0,19,0,0,2
381,1,1,1,42,0,0,0
382,1,3,1,1,0,2,0
383,0,3,0,32,0,0,2
384,1,1,1,35,1,0,2
385,0,3,0,28,0,0,2
386,0,2,0,18,0,0,2
387,0,3,0,1,5,2,2
388,1,2,1,36,0,0,2
389,0,3,0,28,0,0,1
390,1,2,1,17,0,0,0
391,1,1,0,36,1,2,2
392,1,3,0,21,0,0,2
393,0,3,0,28,2,0,2
394,1,1,1,23,1,0,0
395,1,3,1,24,0,2,2
396,0,3,0,22,0,0,2
397,0,3,1,31,0,0,2
398,0,2,0,46,0,0,2
399,0,2,0,23,0,0,2
400,1,2,1,28,0,0,2
401,1,3,0,39,0,0,2
402,0,3,0,26,0,0,2
403,0,3,1,21,1,0,2
404,0,3,0,28,1,0,2
405,0,3,1,20,0,0,2
406,0,2,0,34,1,0,2
407,0,3,0,51,0,0,2
408,1,2,0,3,1,1,2
409,0,3,0,21,0,0,2
410,0,3,1,28,3,1,2
411,0,3,0,28,0,0,2
412,0,3,0,28,0,0,1
413,1,1,1,33,1,0,1
414,0,2,0,28,0,0,2
415,1,3,0,44,0,0,2
416,0,3,1,28,0,0,2
417,1,2,1,34,1,1,2
418,1,2,1,18,0,2,2
419,0,2,0,30,0,0,2
420,0,3,1,10,0,2,2
421,0,3,0,28,0,0,0
422,0,3,0,21,0,0,1
423,0,3,0,29,0,0,2
424,0,3,1,28,1,1,2
425,0,3,0,18,1,1,2
426,0,3,0,28,0,0,2
427,1,2,1,28,1,0,2
428,1,2,1,19,0,0,2
429,0,3,0,28,0,0,1
430,1,3,0,32,0,0,2
431,1,1,0,28,0,0,2
432,1,3,1,28,1,0,2
433,1,2,1,42,1,0,2
434,0,3,0,17,0,0,2
435,0,1,0,50,1,0,2
436,1,1,1,14,1,2,2
437,0,3,1,21,2,2,2
438,1,2,1,24,2,3,2
439,0,1,0,64,1,4,2
440,0,2,0,31,0,0,2
441,1,2,1,45,1,1,2
442,0,3,0,20,0,0,2
443,0,3,0,25,1,0,2
444,1,2,1,28,0,0,2
445,1,3,0,28,0,0,2
446,1,1,0,4,0,2,2
447,1,2,1,13,0,1,2
448,1,1,0,34,0,0,2
449,1,3,1,5,2,1,0
450,1,1,0,52,0,0,2
451,0,2,0,36,1,2,2
452,0,3,0,28,1,0,2
453,0,1,0,30,0,0,0
454,1,1,0,49,1,0,0
455,0,3,0,28,0,0,2
456,1,3,0,29,0,0,0
457,0,1,0,65,0,0,2
458,1,1,1,28,1,0,2
459,1,2,1,50,0,0,2
460,0,3,0,28,0,0,1
461,1,1,0,48,0,0,2
462,0,3,0,34,0,0,2
463,0,1,0,47,0,0,2
464,0,2,0,48,0,0,2
465,0,3,0,28,0,0,2
466,0,3,0,38,0,0,2
467,0,2,0,28,0,0,2
468,0,1,0,56,0,0,2
469,0,3,0,28,0,0,1
470,1,3,1,0,2,1,0
471,0,3,0,28,0,0,2
472,0,3,0,38,0,0,2
473,1,2,1,33,1,2,2
474,1,2,1,23,0,0,0
475,0,3,1,22,0,0,2
476,0,1,0,28,0,0,2
477,0,2,0,34,1,0,2
478,0,3,0,29,1,0,2
479,0,3,0,22,0,0,2
480,1,3,1,2,0,1,2
481,0,3,0,9,5,2,2
482,0,2,0,28,0,0,2
483,0,3,0,50,0,0,2
484,1,3,1,63,0,0,2
485,1,1,0,25,1,0,0
486,0,3,1,28,3,1,2
487,1,1,1,35,1,0,2
488,0,1,0,58,0,0,0
489,0,3,0,30,0,0,2
490,1,3,0,9,1,1,2
491,0,3,0,28,1,0,2
492,0,3,0,21,0,0,2
493,0,1,0,55,0,0,2
494,0,1,0,71,0,0,0
495,0,3,0,21,0,0,2
496,0,3,0,28,0,0,0
497,1,1,1,54,1,0,0
498,0,3,0,28,0,0,2
499,0,1,1,25,1,2,2
500,0,3,0,24,0,0,2
501,0,3,0,17,0,0,2
502,0,3,1,21,0,0,1
503,0,3,1,28,0,0,1
504,0,3,1,37,0,0,2
505,1,1,1,16,0,0,2
506,0,1,0,18,1,0,0
507,1,2,1,33,0,2,2
508,1,1,0,28,0,0,2
509,0,3,0,28,0,0,2
510,1,3,0,26,0,0,2
511,1,3,0,29,0,0,1
512,0,3,0,28,0,0,2
513,1,1,0,36,0,0,2
514,1,1,1,54,1,0,0
515,0,3,0,24,0,0,2
516,0,1,0,47,0,0,2
517,1,2,1,34,0,0,2
518,0,3,0,28,0,0,1
519,1,2,1,36,1,0,2
520,0,3,0,32,0,0,2
521,1,1,1,30,0,0,2
522,0,3,0,22,0,0,2
523,0,3,0,28,0,0,0
524,1,1,1,44,0,1,0
525,0,3,0,28,0,0,0
526,0,3,0,40,0,0,1
527,1,2,1,50,0,0,2
528,0,1,0,28,0,0,2
529,0,3,0,39,0,0,2
530,0,2,0,23,2,1,2
531,1,2,1,2,1,1,2
532,0,3,0,28,0,0,0
533,0,3,0,17,1,1,0
534,1,3,1,28,0,2,0
535,0,3,1,30,0,0,2
536,1,2,1,7,0,2,2
537,0,1,0,45,0,0,2
538,1,1,1,30,0,0,0
539,0,3,0,28,0,0,2
540,1,1,1,22,0,2,0
541,1,1,1,36,0,2,2
542,0,3,1,9,4,2,2
543,0,3,1,11,4,2,2
544,1,2,0,32,1,0,2
545,0,1,0,50,1,0,0
546,0,1,0,64,0,0,2
547,1,2,1,19,1,0,2
548,1,2,0,28,0,0,0
549,0,3,0,33,1,1,2
550,1,2,0,8,1,1,2
551,1,1,0,17,0,2,0
552,0,2,0,27,0,0,2
553,0,3,0,28,0,0,1
554,1,3,0,22,0,0,0
555,1,3,1,22,0,0,2
556,0,1,0,62,0,0,2
557,1,1,1,48,1,0,0
558,0,1,0,28,0,0,0
559,1,1,1,39,1,1,2
560,1,3,1,36,1,0,2
561,0,3,0,28,0,0,1
562,0,3,0,40,0,0,2
563,0,2,0,28,0,0,2
564,0,3,0,28,0,0,2
565,0,3,1,28,0,0,2
566,0,3,0,24,2,0,2
567,0,3,0,19,0,0,2
568,0,3,1,29,0,4,2
569,0,3,0,28,0,0,0
570,1,3,0,32,0,0,2
571,1,2,0,62,0,0,2
572,1,1,1,53,2,0,2
573,1,1,0,36,0,0,2
574,1,3,1,28,0,0,1
575,0,3,0,16,0,0,2
576,0,3,0,19,0,0,2
577,1,2,1,34,0,0,2
578,1,1,1,39,1,0,2
579,0,3,1,28,1,0,0
580,1,3,0,32,0,0,2
581,1,2,1,25,1,1,2
582,1,1,1,39,1,1,0
583,0,2,0,54,0,0,2
584,0,1,0,36,0,0,0
585,0,3,0,28,0,0,0
586,1,1,1,18,0,2,2
587,0,2,0,47,0,0,2
588,1,1,0,60,1,1,0
589,0,3,0,22,0,0,2
590,0,3,0,28,0,0,2
591,0,3,0,35,0,0,2
592,1,1,1,52,1,0,0
593,0,3,0,47,0,0,2
594,0,3,1,28,0,2,1
595,0,2,0,37,1,0,2
596,0,3,0,36,1,1,2
597,1,2,1,28,0,0,2
598,0,3,0,49,0,0,2
599,0,3,0,28,0,0,0
600,1,1,0,49,1,0,0
601,1,2,1,24,2,1,2
602,0,3,0,28,0,0,2
603,0,1,0,28,0,0,2
604,0,3,0,44,0,0,2
605,1,1,0,35,0,0,0
606,0,3,0,36,1,0,2
607,0,3,0,30,0,0,2
608,1,1,0,27,0,0,2
609,1,2,1,22,1,2,0
610,1,1,1,40,0,0,2
611,0,3,1,39,1,5,2
612,0,3,0,28,0,0,2
613,1,3,1,28,1,0,1
614,0,3,0,28,0,0,1
615,0,3,0,35,0,0,2
616,1,2,1,24,1,2,2
617,0,3,0,34,1,1,2
618,0,3,1,26,1,0,2
619,1,2,1,4,2,1,2
620,0,2,0,26,0,0,2
621,0,3,0,27,1,0,0
622,1,1,0,42,1,0,2
623,1,3,0,20,1,1,0
624,0,3,0,21,0,0,2
625,0,3,0,21,0,0,2
626,0,1,0,61,0,0,2
627,0,2,0,57,0,0,1
628,1,1,1,21,0,0,2
629,0,3,0,26,0,0,2
630,0,3,0,28,0,0,1
631,1,1,0,80,0,0,2
632,0,3,0,51,0,0,2
633,1,1,0,32,0,0,0
634,0,1,0,28,0,0,2
635,0,3,1,9,3,2,2
636,1,2,1,28,0,0,2
637,0,3,0,32,0,0,2
638,0,2,0,31,1,1,2
639,0,3,1,41,0,5,2
640,0,3,0,28,1,0,2
641,0,3,0,20,0,0,2
642,1,1,1,24,0,0,0
643,0,3,1,2,3,2,2
644,1,3,0,28,0,0,2
645,1,3,1,0,2,1,0
646,1,1,0,48,1,0,0
647,0,3,0,19,0,0,2
648,1,1,0,56,0,0,0
649,0,3,0,28,0,0,2
650,1,3,1,23,0,0,2
651,0,3,0,28,0,0,2
652,1,2,1,18,0,1,2
653,0,3,0,21,0,0,2
654,1,3,1,28,0,0,1
655,0,3,1,18,0,0,1
656,0,2,0,24,2,0,2
657,0,3,0,28,0,0,2
658,0,3,1,32,1,1,1
659,0,2,0,23,0,0,2
660,0,1,0,58,0,2,0
661,1,1,0,50,2,0,2
662,0,3,0,40,0,0,0
663,0,1,0,47,0,0,2
664,0,3,0,36,0,0,2
665,1,3,0,20,1,0,2
666,0,2,0,32,2,0,2
667,0,2,0,25,0,0,2
668,0,3,0,28,0,0,2
669,0,3,0,43,0,0,2
670,1,1,1,28,1,0,2
671,1,2,1,40,1,1,2
672,0,1,0,31,1,0,2
673,0,2,0,70,0,0,2
674,1,2,0,31,0,0,2
675,0,2,0,28,0,0,2
676,0,3,0,18,0,0,2
677,0,3,0,24,0,0,2
678,1,3,1,18,0,0,2
679,0,3,1,43,1,6,2
680,1,1,0,36,0,1,0
681,0,3,1,28,0,0,1
682,1,1,0,27,0,0,0
683,0,3,0,20,0,0,2
684,0,3,0,14,5,2,2
685,0,2,0,60,1,1,2
686,0,2,0,25,1,2,0
687,0,3,0,14,4,1,2
688,0,3,0,19,0,0,2
689,0,3,0,18,0,0,2
690,1,1,1,15,0,1,2
691,1,1,0,31,1,0,2
692,1,3,1,4,0,1,0
693,1,3,0,28,0,0,2
694,0,3,0,25,0,0,0
695,0,1,0,60,0,0,2
696,0,2,0,52,0,0,2
697,0,3,0,44,0,0,2
698,1,3,1,28,0,0,1
699,0,1,0,49,1,1,0
700,0,3,0,42,0,0,2
701,1,1,1,18,1,0,0
702,1,1,0,35,0,0,2
703,0,3,1,18,0,1,0
704,0,3,0,25,0,0,1
705,0,3,0,26,1,0,2
706,0,2,0,39,0,0,2
707,1,2,1,45,0,0,2
708,1,1,0,42,0,0,2
709,1,1,1,22,0,0,2
710,1,3,0,28,1,1,0
711,1,1,1,24,0,0,0
712,0,1,0,28,0,0,2
713,1,1,0,48,1,0,2
714,0,3,0,29,0,0,2
715,0,2,0,52,0,0,2
716,0,3,0,19,0,0,2
717,1,1,1,38,0,0,0
718,1,2,1,27,0,0,2
719,0,3,0,28,0,0,1
720,0,3,0,33,0,0,2
721,1,2,1,6,0,1,2
722,0,3,0,17,1,0,2
723,0,2,0,34,0,0,2
724,0,2,0,50,0,0,2
725,1,1,0,27,1,0,2
726,0,3,0,20,0,0,2
727,1,2,1,30,3,0,2
728,1,3,1,28,0,0,1
729,0,2,0,25,1,0,2
730,0,3,1,25,1,0,2
731,1,1,1,29,0,0,2
732,0,3,0,11,0,0,0
733,0,2,0,28,0,0,2
734,0,2,0,23,0,0,2
735,0,2,0,23,0,0,2
736,0,3,0,28,0,0,2
737,0,3,1,48,1,3,2
738,1,1,0,35,0,0,0
739,0,3,0,28,0,0,2
740,0,3,0,28,0,0,2
741,1,1,0,28,0,0,2
742,0,1,0,36,1,0,2
743,1,1,1,21,2,2,0
744,0,3,0,24,1,0,2
745,1,3,0,31,0,0,2
746,0,1,0,70,1,1,2
747,0,3,0,16,1,1,2
748,1,2,1,30,0,0,2
749,0,1,0,19,1,0,2
750,0,3,0,31,0,0,1
751,1,2,1,4,1,1,2
752,1,3,0,6,0,1,2
753,0,3,0,33,0,0,2
754,0,3,0,23,0,0,2
755,1,2,1,48,1,2,2
756,1,2,0,0,1,1,2
757,0,3,0,28,0,0,2
758,0,2,0,18,0,0,2
759,0,3,0,34,0,0,2
760,1,1,1,33,0,0,2
761,0,3,0,28,0,0,2
762,0,3,0,41,0,0,2
763,1,3,0,20,0,0,0
764,1,1,1,36,1,2,2
765,0,3,0,16,0,0,2
766,1,1,1,51,1,0,2
767,0,1,0,28,0,0,0
768,0,3,1,30,0,0,1
769,0,3,0,28,1,0,1
770,0,3,0,32,0,0,2
771,0,3,0,24,0,0,2
772,0,3,0,48,0,0,2
773,0,2,1,57,0,0,2
774,0,3,0,28,0,0,0
775,1,2,1,54,1,3,2
776,0,3,0,18,0,0,2
777,0,3,0,28,0,0,1
778,1,3,1,5,0,0,2
779,0,3,0,28,0,0,1
780,1,1,1,43,0,1,2
781,1,3,1,13,0,0,0
782,1,1,1,17,1,0,2
783,0,1,0,29,0,0,2
784,0,3,0,28,1,2,2
785,0,3,0,25,0,0,2
786,0,3,0,25,0,0,2
787,1,3,1,18,0,0,2
788,0,3,0,8,4,1,1
789,1,3,0,1,1,2,2
790,0,1,0,46,0,0,0
791,0,3,0,28,0,0,1
792,0,2,0,16,0,0,2
793,0,3,1,28,8,2,2
794,0,1,0,28,0,0,0
795,0,3,0,25,0,0,2
796,0,2,0,39,0,0,2
797,1,1,1,49,0,0,2
798,1,3,1,31,0,0,2
799,0,3,0,30,0,0,0
800,0,3,1,30,1,1,2
801,0,2,0,34,0,0,2
802,1,2,1,31,1,1,2
803,1,1,0,11,1,2,2
804,1,3,0,0,0,1,0
805,1,3,0,27,0,0,2
806,0,3,0,31,0,0,2
807,0,1,0,39,0,0,2
808,0,3,1,18,0,0,2
809,0,2,0,39,0,0,2
810,1,1,1,33,1,0,2
811,0,3,0,26,0,0,2
812,0,3,0,39,0,0,2
813,0,2,0,35,0,0,2
814,0,3,1,6,4,2,2
815,0,3,0,30,0,0,2
816,0,1,0,28,0,0,2
817,0,3,1,23,0,0,2
818,0,2,0,31,1,1,0
819,0,3,0,43,0,0,2
820,0,3,0,10,3,2,2
821,1,1,1,52,1,1,2
822,1,3,0,27,0,0,2
823,0,1,0,38,0,0,2
824,1,3,1,27,0,1,2
825,0,3,0,2,4,1,2
826,0,3,0,28,0,0,1
827,0,3,0,28,0,0,2
828,1,2,0,1,0,2,0
829,1,3,0,28,0,0,1
830,1,1,1,62,0,0,2
831,1,3,1,15,1,0,0
832,1,2,0,0,1,1,2
833,0,3,0,28,0,0,0
834,0,3,0,23,0,0,2
835,0,3,0,18,0,0,2
836,1,1,1,39,1,1,0
837,0,3,0,21,0,0,2
838,0,3,0,28,0,0,2
839,1,3,0,32,0,0,2
840,1,1,0,28,0,0,0
841,0,3,0,20,0,0,2
842,0,2,0,16,0,0,2
843,1,1,1,30,0,0,0
844,0,3,0,34,0,0,0
845,0,3,0,17,0,0,2
846,0,3,0,42,0,0,2
847,0,3,0,28,8,2,2
848,0,3,0,35,0,0,0
849,0,2,0,28,0,1,2
850,1,1,1,28,1,0,0
851,0,3,0,4,4,2,2
852,0,3,0,74,0,0,2
853,0,3,1,9,1,1,0
854,1,1,1,16,0,1,2
855,0,2,1,44,1,0,2
856,1,3,1,18,0,1,2
857,1,1,1,45,1,1,2
858,1,1,0,51,0,0,2
859,1,3,1,24,0,3,0
860,0,3,0,28,0,0,0
861,0,3,0,41,2,0,2
862,0,2,0,21,1,0,2
863,1,1,1,48,0,0,2
864,0,3,1,28,8,2,2
865,0,2,0,24,0,0,2
866,1,2,1,42,0,0,2
867,1,2,1,27,1,0,0
868,0,1,0,31,0,0,2
869,0,3,0,28,0,0,2
870,1,3,0,4,1,1,2
